RepaymentID,LoanID,CustomerID,AccountID,BranchID,DateKey,ScheduledPaymentDate,ActualPaymentDate,ExpectedAmount,AmountPaid,PaymentStatus,PaymentBehaviour,ConsecutiveMissedPayments,DaysPastDue,OutstandingPrincipal
665,120,100001822,2800,12,20260418,2026-04-18,2026-04-18,998938.24,998938.24,Paid,Average Payer,0,0,3336931.05
666,120,100001822,2800,12,20260518,2026-05-18,2026-05-18,998938.24,998938.24,Paid,Average Payer,0,0,2337992.8099999996
667,120,100001822,2800,12,20260618,2026-06-18,2026-06-18,998938.24,450298.06,Partial,Average Payer,0,0,1887694.7499999995
668,121,100001847,2842,12,20251004,2025-10-04,2025-10-04,112079.38,112079.38,Paid,Good Payer,0,0,1186325.6099999999
669,121,100001847,2842,12,20251104,2025-11-04,2025-11-04,112079.38,112079.38,Paid,Good Payer,0,0,1074246.23
670,121,100001847,2842,12,20251204,2025-12-04,2025-12-04,112079.38,112079.38,Paid,Good Payer,0,0,962166.85
671,121,100001847,2842,12,20260104,2026-01-04,2026-01-04,112079.38,112079.38,Paid,Good Payer,0,0,850087.47
672,121,100001847,2842,12,20260204,2026-02-04,2026-02-04,112079.38,112079.38,Paid,Good Payer,0,0,738008.09
673,121,100001847,2842,12,20260304,2026-03-04,2026-03-04,112079.38,112079.38,Paid,Good Payer,0,0,625928.71
674,121,100001847,2842,12,20260404,2026-04-04,2026-04-04,112079.38,112079.38,Paid,Good Payer,0,0,513849.32999999996
675,121,100001847,2842,12,20260504,2026-05-04,2026-05-04,112079.38,112079.38,Paid,Good Payer,0,0,401769.94999999995
676,121,100001847,2842,12,20260604,2026-06-04,2026-06-04,112079.38,112079.38,Paid,Good Payer,0,0,289690.56999999995
677,123,100001903,2930,106,20251111,2025-11-11,2025-11-11,263264.29,263264.29,Paid,Good Payer,0,0,5664841.39
678,123,100001903,2930,106,20251211,2025-12-11,2025-12-11,263264.29,263264.29,Paid,Good Payer,0,0,5401577.1
679,123,100001903,2930,106,20260111,2026-01-11,2026-01-11,263264.29,263264.29,Paid,Good Payer,0,0,5138312.81
680,123,100001903,2930,106,20260211,2026-02-11,2026-02-11,263264.29,263264.29,Paid,Good Payer,0,0,4875048.52
681,123,100001903,2930,106,20260311,2026-03-11,2026-03-11,263264.29,263264.29,Paid,Good Payer,0,0,4611784.2299999995
682,123,100001903,2930,106,20260411,2026-04-11,2026-04-11,263264.29,263264.29,Paid,Good Payer,0,0,4348519.9399999995
683,123,100001903,2930,106,20260511,2026-05-11,2026-05-11,263264.29,263264.29,Paid,Good Payer,0,0,4085255.6499999994
684,123,100001903,2930,106,20260611,2026-06-11,2026-06-11,263264.29,263264.29,Paid,Good Payer,0,0,3821991.3599999994
685,125,100001957,3016,85,20260115,2026-01-15,2026-01-15,10004851.48,10004851.48,Paid,Good Payer,0,0,405308144.68
686,125,100001957,3016,85,20260215,2026-02-15,2026-02-15,10004851.48,10004851.48,Paid,Good Payer,0,0,395303293.2
687,125,100001957,3016,85,20260315,2026-03-15,2026-03-15,10004851.48,10004851.48,Paid,Good Payer,0,0,385298441.71999997
688,125,100001957,3016,85,20260415,2026-04-15,2026-04-15,10004851.48,10004851.48,Paid,Good Payer,0,0,375293590.23999995
689,125,100001957,3016,85,20260515,2026-05-15,2026-05-15,10004851.48,10004851.48,Paid,Good Payer,0,0,365288738.75999993
690,125,100001957,3016,85,20260615,2026-06-15,2026-06-27,10004851.48,10004851.48,Late,Good Payer,0,12,355283887.2799999
691,126,100001965,3030,72,20260109,2026-01-09,2026-01-10,285896.72,285896.72,Late,Average Payer,0,1,4560075.87
692,126,100001965,3030,72,20260209,2026-02-09,2026-02-17,285896.72,285896.72,Late,Average Payer,0,8,4274179.15
693,126,100001965,3030,72,20260309,2026-03-09,2026-03-09,285896.72,285896.72,Paid,Average Payer,0,0,3988282.4300000006
694,126,100001965,3030,72,20260409,2026-04-09,2026-04-09,285896.72,285896.72,Paid,Average Payer,0,0,3702385.710000001
695,126,100001965,3030,72,20260509,2026-05-09,2026-05-09,285896.72,285896.72,Paid,Average Payer,0,0,3416488.990000001
696,126,100001965,3030,72,20260609,2026-06-09,2026-06-09,285896.72,285896.72,Paid,Average Payer,0,0,3130592.2700000014
697,127,100001984,3059,57,20260529,2026-05-29,2026-05-29,418346.83,418346.83,Paid,Good Payer,0,0,6611855.7299999995
698,127,100001984,3059,57,20260629,2026-06-29,2026-06-29,418346.83,418346.83,Paid,Good Payer,0,0,6193508.899999999
699,129,100002063,3183,115,20250709,2025-07-09,2025-07-09,9635636.06,9635636.06,Paid,Good Payer,0,0,35394480.23
700,129,100002063,3183,115,20250809,2025-08-09,2025-08-09,9635636.06,9635636.06,Paid,Good Payer,0,0,25758844.169999994
701,129,100002063,3183,115,20250909,2025-09-09,2025-09-09,9635636.06,9635636.06,Paid,Good Payer,0,0,16123208.109999994
702,129,100002063,3183,115,20251009,2025-10-09,2025-10-09,9635636.06,9635636.06,Paid,Good Payer,0,0,6487572.049999993
703,129,100002063,3183,115,20251109,2025-11-09,2025-11-09,9635636.06,6487572.049999993,Paid,Good Payer,0,0,0.0
704,131,100002073,3198,21,20260512,2026-05-12,2026-05-12,7854417.91,7854417.91,Paid,Good Payer,0,0,271978932.4
705,131,100002073,3198,21,20260612,2026-06-12,2026-06-12,7854417.91,7854417.91,Paid,Good Payer,0,0,264124514.48999998
706,133,100002094,3235,63,20260311,2026-03-11,2026-03-11,448795.6,448795.6,Paid,Good Payer,0,0,5462470.83
707,133,100002094,3235,63,20260411,2026-04-11,2026-04-11,448795.6,448795.6,Paid,Good Payer,0,0,5013675.23
708,133,100002094,3235,63,20260511,2026-05-11,2026-05-11,448795.6,448795.6,Paid,Good Payer,0,0,4564879.630000001
709,133,100002094,3235,63,20260611,2026-06-11,2026-06-11,448795.6,448795.6,Paid,Good Payer,0,0,4116084.0300000007
710,137,100002120,3274,129,20260228,2026-02-28,2026-02-28,147997.75,147997.75,Paid,Good Payer,0,0,1295294.4
711,137,100002120,3274,129,20260328,2026-03-28,2026-03-28,147997.75,147997.75,Paid,Good Payer,0,0,1147296.65
712,137,100002120,3274,129,20260428,2026-04-28,2026-04-28,147997.75,147997.75,Paid,Good Payer,0,0,999298.8999999999
713,137,100002120,3274,129,20260528,2026-05-28,2026-05-28,147997.75,147997.75,Paid,Good Payer,0,0,851301.1499999999
714,137,100002120,3274,129,20260628,2026-06-28,2026-06-28,147997.75,147997.75,Paid,Good Payer,0,0,703303.3999999999
715,139,100002155,3327,10,20260627,2026-06-27,2026-06-27,1284122.38,1284122.38,Paid,Good Payer,0,0,13586848.760000002
716,143,100002191,3377,28,20260130,2026-01-30,2026-01-30,510744.85,510744.85,Paid,Good Payer,0,0,11705735.64
717,143,100002191,3377,28,20260228,2026-02-28,2026-02-28,510744.85,510744.85,Paid,Good Payer,0,0,11194990.790000001
718,143,100002191,3377,28,20260328,2026-03-28,2026-03-28,510744.85,510744.85,Paid,Good Payer,0,0,10684245.940000001
719,143,100002191,3377,28,20260428,2026-04-28,2026-04-28,510744.85,510744.85,Paid,Good Payer,0,0,10173501.090000002
720,143,100002191,3377,28,20260528,2026-05-28,2026-05-28,510744.85,510744.85,Paid,Good Payer,0,0,9662756.240000002
721,143,100002191,3377,28,20260628,2026-06-28,2026-06-28,510744.85,510744.85,Paid,Good Payer,0,0,9152011.390000002
722,145,100002219,3419,127,20260511,2026-05-11,2026-05-11,466573.42,466573.42,Paid,Good Payer,0,0,3571451.7800000003
723,145,100002219,3419,127,20260611,2026-06-11,2026-06-11,466573.42,466573.42,Paid,Good Payer,0,0,3104878.3600000003
724,146,100002222,3425,66,20260121,2026-01-21,2026-01-21,320474.31,320474.31,Paid,High Risk,0,0,9306323.43
725,146,100002222,3425,66,20260221,2026-02-21,2026-02-21,320474.31,320474.31,Paid,High Risk,0,0,8985849.12
726,146,100002222,3425,66,20260321,2026-03-21,,320474.31,0.0,Missed,High Risk,1,77,8985849.12
727,146,100002222,3425,66,20260421,2026-04-21,2026-04-21,320474.31,175141.59,Partial,High Risk,0,0,8810707.53
728,146,100002222,3425,66,20260521,2026-05-21,,320474.31,0.0,Missed,High Risk,1,25,8810707.53
729,146,100002222,3425,66,20260621,2026-06-21,2026-06-21,320474.31,320474.31,Paid,High Risk,0,0,8490233.219999999
730,147,100002227,3434,33,20250624,2025-06-24,2025-06-24,136699.19,136699.19,Paid,Average Payer,0,0,2965222.49
731,147,100002227,3434,33,20250724,2025-07-24,2025-07-24,136699.19,136699.19,Paid,Average Payer,0,0,2828523.3000000003
732,147,100002227,3434,33,20250824,2025-08-24,2025-08-24,136699.19,136699.19,Paid,Average Payer,0,0,2691824.1100000003
733,147,100002227,3434,33,20250924,2025-09-24,2025-10-06,136699.19,136699.19,Late,Average Payer,0,12,2555124.9200000004
734,147,100002227,3434,33,20251024,2025-10-24,2025-10-24,136699.19,136699.19,Paid,Average Payer,0,0,2418425.7300000004
735,147,100002227,3434,33,20251124,2025-11-24,2025-11-24,136699.19,136699.19,Paid,High Risk,0,0,2281726.5400000005
736,147,100002227,3434,33,20251224,2025-12-24,,136699.19,0.0,Missed,High Risk,1,85,2281726.5400000005
737,147,100002227,3434,33,20260124,2026-01-24,,136699.19,0.0,Missed,High Risk,2,20,2281726.5400000005
738,147,100002227,3434,33,20260224,2026-02-24,,136699.19,0.0,Missed,High Risk,3,59,2281726.5400000005
739,147,100002227,3434,33,20260324,2026-03-24,2026-03-24,136699.19,136699.19,Paid,High Risk,0,0,2145027.3500000006
740,147,100002227,3434,33,20260424,2026-04-24,2026-04-24,136699.19,73487.09,Partial,High Risk,0,0,2071540.2600000005
741,147,100002227,3434,33,20260524,2026-05-24,,136699.19,0.0,Missed,High Risk,1,60,2071540.2600000005
742,147,100002227,3434,33,20260624,2026-06-24,,136699.19,0.0,Missed,High Risk,2,18,2071540.2600000005
